句子编号,情感极性,情感类型,情感强度,情感关键词,Intensity_norm,Intensity_polarized,Polarity_num,Emotional Types,Neutral_Polarity,Positive_Polarity,Negative_Polarity,小说编号
49,中,焦虑,4,掀开，扭动，胡乱,0.375,0.0,0.0,Anx,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
50,中,专注,3,津津有味，撕食,0.25,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
51,中,惊讶,4,扭头望，明白,0.375,0.0,0.0,Surp,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
52,正,关爱,5,跳到，告诫，罩,0.5,0.5,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
53,中,,3,没阻止，没表示，理所当然,0.25,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
54,正,默契,6,衔接，配合，默契,0.625,0.625,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
55,正,默契,6,展翅，敛翅，忙完,0.625,0.625,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
56,正,尽责,7,不敢怠慢，急忙，服务,0.75,0.75,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
57,中,焦虑,5,紧张，跳上跳下，扔,0.5,0.0,0.0,Anx,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
58,中,恐惧,5,抻脑袋，张望，害怕,0.5,0.0,0.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
59,正,关爱,6,撑开，遮挡，雨,0.625,0.625,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
60,负,愤怒,6,怨恨，啸叫，冲进,0.625,-0.625,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
61,负,失望,5,觅食归来，毫无收获,0.5,-0.5,2.0,Disap,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
62,中,,3,一前一后，离窝巢,0.25,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
63,负,悲伤,6,垂头丧气，穷途末路,0.625,-0.625,2.0,Sad,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
64,负,悲伤,7,凄苦鸣叫，浇得像落汤鸡,0.75,-0.75,2.0,Sad,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
65,负,绝望,8,心力交瘁，没有力气,0.875,-0.875,2.0,Disap,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
66,负,恐惧,7,啸叫，嘶哑，杀气,0.75,-0.75,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
67,负,恐惧,7,瞪视，天空，什么也没有,0.75,-0.75,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
68,负,愤怒,8,饿花了眼，神经错乱，险恶用心,0.875,-0.875,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
69,负,犹豫,6,窥望，犹豫不决,0.625,-0.625,2.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
70,负,愤怒,7,火了，啄咬，启动杀机,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
71,负,愤怒,7,严厉督促，启动杀机,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
72,负,愤怒,7,磨刀霍霍,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
73,负,恐惧,7,感觉到了，模仿，乞食,0.75,-0.75,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
74,负,愤怒,7,催促，赶紧动手,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
75,负,失望,6,失望地啸一声,0.625,-0.625,2.0,Disap,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
76,中,,4,谴责，赞美，天性,0.375,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
77,中,解释,5,雌性，眷爱，关心,0.5,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
78,正,敏捷,6,一秒钟，迅猛，钻进,0.625,0.625,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
79,负,恐惧,6,趁机，以牙还牙,0.625,-0.625,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
80,正,勇敢,6,摇动，兜了一圈,0.625,0.625,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
81,负,愤怒,7,早已吃了秤砣铁了心,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
82,负,威胁,7,退缩，抓走，命丧黄泉,0.75,-0.75,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
83,正,惊喜,6,冲着，放声大叫,0.625,0.625,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
84,负,惊讶,6,吃了一惊，迷惑不解,0.625,-0.625,2.0,Surp,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
85,正,急切,7,跳起来，揪住，撕成,0.75,0.75,1.0,Anx,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
86,正,满足,6,放弃，攻击,0.625,0.625,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
87,正,关爱,5,撕下，跳到，喂,0.5,0.5,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
88,中,解释,5,不忍心，意识到，不恰当,0.5,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
89,负,愤怒,6,拍打，喂食，惩罚,0.625,-0.625,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
90,中,辛苦,5,时常，巡，保证,0.5,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
91,正,尽责,6,守护，张望，急促鸣叫,0.625,0.625,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
92,正,尽责,5,清理，照看，预习翔,0.5,0.5,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
93,正,惊喜,5,回来了,0.5,0.5,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
94,正,尽责,5,发完叫声，已经落在大树冠,0.5,0.5,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
95,正,惊讶,6,仅二十分钟，就回到,0.625,0.625,1.0,Surp,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
96,中,疏忽,4,放松，没频频张望，影响听觉,0.375,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
97,中,着急,4,才钻进，还在排队,0.375,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
98,负,失望,5,空着手，没带回,0.5,-0.5,2.0,Disap,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
99,正,聪明,6,奇怪举动，掩护,0.625,0.625,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
100,中,冷漠,4,冷漠地瞅了一眼,0.375,0.0,0.0,Calm,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
101,中,疑惑,5,无法理解，为什么要捉迷藏,0.5,0.0,0.0,Anx,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
102,负,紧张,6,陡地抻直脖子，昂奋起来,0.625,-0.625,2.0,Anx,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
103,负,紧张,7,尖叫，干扰，猎食冲动,0.75,-0.75,2.0,Anx,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
104,负,紧张,7,抻直脖子，不理，俯冲,0.75,-0.75,2.0,Anx,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
105,正,勇敢,7,矫健，一捞，抓住,0.75,0.75,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
106,正,勇敢,6,揪住，蛇头扭动，无力昂蹿,0.625,0.625,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
107,正,惊喜,6,闹了半天，不是针对小鹩哥,0.625,0.625,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
108,正,高兴,5,颠跳，尖叫，庆贺,0.5,0.5,1.0,Joy,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
109,正,满足,5,消灭，隐患，高兴,0.5,0.5,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
110,正,勇敢,5,揪着，向自己的盆形巢,0.5,0.5,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
111,中,巧合,4,跨入，理应，整个身体都进,0.375,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
112,中,巧合,4,升上来，理应，整个身体都进,0.375,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
113,中,巧合,4,揪了两口，升上来，跨进,0.375,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
114,中,无视,4,毫不在意，拍打，吓坏,0.375,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
115,负,愤怒,6,咬住了，死也不肯松口,0.625,-0.625,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
116,正,勇敢,5,拍扇翅膀，上大树冠,0.5,0.5,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
117,正,勇敢,5,开始宰蛇,0.5,0.5,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
118,正,勇敢,6,踩住，啄住，用力一拉,0.625,0.625,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
119,正,勇敢,6,夹住，大张，吐了出来,0.625,0.625,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
120,正,关爱,5,跳到，柔声叫唤，安抚,0.5,0.5,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
121,正,满足,4,惬意，梳理,0.375,0.375,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
122,负,偏爱,6,偏袒，连续撕扯，吞咽,0.625,-0.625,2.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
123,负,愤怒,6,急得嗷嗷直叫，挤到前面,0.625,-0.625,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
124,负,失望,5,抢得两三坨，告罄,0.5,-0.5,2.0,Disap,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
125,负,愤怒,5,拍了一下，警告,0.5,-0.5,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
126,负,愤怒,5,呵斥，拆散，巢,0.5,-0.5,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
127,负,愤怒,5,推搡，缩回，闭目养神,0.5,-0.5,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
128,负,焦虑,6,嗷嗷叫，心痒眼馋，非要,0.625,-0.625,2.0,Anx,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
129,正,安慰,5,抚慰，别闹了，答应,0.5,0.5,1.0,Calm,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
130,负,愤怒,7,立刻意识到，大踏步跨过来,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
131,负,愤怒,8,瞪，轻蔑，跨过来,0.875,-0.875,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
132,中,解释,5,没做错，应该赔罪道歉,0.5,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
133,负,愤怒,7,不理会，也不在意，径直,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
134,负,愤怒,6,临时改变主意，啄住，提起来,0.625,-0.625,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
135,负,愤怒,7,抢先一步，跳起来，又叫又跳,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
136,中,解释,5,绝对活不了，没必要虐杀,0.5,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
137,负,愤怒,7,扔进，兴高采烈，撕食,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
138,中,疑惑,5,偏要，筑巢，生儿育女,0.5,0.0,0.0,Anx,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
139,负,愤怒,7,威严地嚣一声，准备起搏击,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
140,负,威胁,8,扬起双翼，扶摇直上，血腥镇压,0.875,-0.875,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
141,负,恐惧,7,停顿，下坠，强气流袭击,0.75,-0.75,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
142,负,恐惧,6,告诉，起了杀心，赶快走,0.625,-0.625,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
143,负,恐惧,6,激怒，赔进去，必死无疑,0.625,-0.625,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
144,中,平静,3,恢复平静，兴高采烈,0.25,0.0,0.0,Calm,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
145,中,解释,5,放一马，有用处，比杀了吃划得来,0.5,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
146,正,喜悦,5,醒了，比翼双飞，寻找食物,0.5,0.5,1.0,Joy,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
147,正,尽责,5,严厉，吆喝，预习翔,0.5,0.5,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
148,正,惊讶,6,傻大胆，愣头，胃口大,0.625,0.625,1.0,Surp,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
149,正,尽责,6,深知，责任重大，自觉巡,0.625,0.625,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
150,中,着急,5,拼命叫唤，催促，回巢躲避,0.5,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
151,负,愤怒,7,狠命往下揿，衔住，啃咬,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
152,正,勇敢,6,不反抗，不挣扎，一动不敢动,0.625,0.625,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
153,正,勇敢,6,不反抗，不挣扎，一动不敢动,0.625,0.625,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
154,正,满足,4,顺着，滑向，找寻,0.375,0.375,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
155,正,惊喜,5,猎食归来,0.5,0.5,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
156,负,紧张,6,复又摇扇，找寻，焦急,0.625,-0.625,2.0,Anx,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
157,中,谄媚,5,蓬松开，做出，乞食,0.5,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
158,负,愤怒,7,狐疑，气急败坏，俯冲,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
159,正,勇敢,6,扒刨，撞击，搞破坏,0.625,0.625,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
160,负,愤怒,7,没中计，径直，扑向,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
161,负,愤怒,8,扫了一下，羽毛飘零，扑腾,0.875,-0.875,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
162,负,愤怒,7,凶神恶煞，扑向,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
163,负,愤怒,7,企图阻止，横冲直撞,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
164,负,愤怒,8,巨大的双翼，一爪子，一嘴喙,0.875,-0.875,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
165,负,愤怒,8,叼着，瘫软，不动了,0.875,-0.875,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
166,负,愤怒,7,甩，瘫软，不动了,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
167,负,愤怒,7,还不解恨，撕扯，碎片,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
168,负,愤怒,8,肝胆欲裂，痛不欲生，尖嚎,0.875,-0.875,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
169,负,愤怒,8,吐掉，五内俱焚，诅咒,0.875,-0.875,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
170,负,恐惧,8,尖叫，东逃，严密把守,0.875,-0.875,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
171,负,恐惧,8,好险，躲进，紧跟着俯冲,0.875,-0.875,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
172,负,威胁,7,愣了愣，转身，悻悻地啸叫,0.75,-0.75,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
173,中,商量,4,嘀咕，商议,0.375,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
174,负,威胁,7,抓了一把，滚滚而下，交出,0.75,-0.75,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
175,正,正义,6,救过，怎能昧着良心,0.625,0.625,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
176,负,愤怒,8,眼珠通红，燃烧，复仇,0.875,-0.875,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
177,负,愤怒,8,面目狰狞，惨烈，发誓,0.875,-0.875,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
178,负,恐惧,7,趁机扑过来，摇晃藤条，抓偏,0.75,-0.75,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
179,负,愤怒,7,盘旋，不怀好意，啸叫,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
180,正,惊喜,6,惊喜，啸一声，乞食,0.625,0.625,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
181,正,关爱,6,扶摇直上，叼着，塞进,0.625,0.625,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
182,负,抱怨,5,怀揣，背负，大汗淋漓,0.5,-0.5,2.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
183,正,释然,4,找回，没理由，没必要,0.375,0.375,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
184,正,喜悦,6,沉浸在，失而复得，喜悦,0.625,0.625,1.0,Joy,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
185,正,关爱,5,梳理，摩挲，挡住,0.5,0.5,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
186,中,疑惑,5,理应，愧怍，转过去,0.5,0.0,0.0,Anx,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
187,负,蔑视,6,置如罔闻，瞟了一眼，不屑一顾,0.625,-0.625,2.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
188,中,解释,4,最大，宽容，慈悲,0.375,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
189,正,满足,4,踏着，走向，盆形雕巢,0.375,0.375,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
190,正,惊讶,5,藏着，瑟瑟发抖，目睹,0.5,0.5,1.0,Surp,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
191,负,愤怒,6,杀气腾腾，捣毁，藏,0.625,-0.625,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
192,正,惊讶,5,蹊跷，没看出，怏怏而退,0.5,0.5,1.0,Surp,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
193,负,恐惧,6,瑟瑟发抖，晓得，厉害,0.625,-0.625,2.0,Fear,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
194,正,惊讶,5,未能发觉，看出，蹊跷,0.5,0.5,1.0,Surp,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
195,正,满足,4,怏怏而退,0.375,0.375,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
196,中,,2,留心，观察，剩下,0.125,0.0,0.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
197,正,尽责,5,外出觅食，预习翔，看护,0.5,0.5,1.0,,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
198,正,满足,4,梳理，看，躺着,0.375,0.375,1.0,Sat,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
199,正,好奇,4,迈着，跨出，登上,0.375,0.375,1.0,Surp,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
200,负,愤怒,7,狠命叫嚣，饶不了你，俯冲,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
201,中,好奇,4,看看表，外出狩猎，归巢,0.375,0.0,0.0,Surp,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
202,正,喜悦,6,回到，带回，美味可口,0.625,0.625,1.0,Joy,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
203,负,愤怒,6,挡住，命令，朝帅郎叫了一声,0.625,-0.625,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
204,负,愤怒,7,憎恶，不耐烦，听,0.75,-0.75,2.0,Ang,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
205,中,平静,3,平静，酣睡，醒来,0.25,0.0,0.0,Calm,0.1293436293436293,0.3542471042471042,0.5164092664092664,B02
